,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
589,Learn jQuery AJAX in 1 hour,https://www.udemy.com/jquery-ajax-course/,195.0,2547.0,All Levels,0.96,1.0,2016-10-27T18:01:40Z
590,Intro to Git,https://www.udemy.com/intro-to-git/,20.0,2532.0,All Levels,0.96,1.0,2016-06-28T21:17:31Z
591,Learn to Create Advance Responsive Websites With Bootstrap,https://www.udemy.com/responsive-website-with-bootstrap/,20.0,2528.0,All Levels,0.96,2.0,2014-10-26T09:54:16Z
592,Ruby On Rails For Web Development,https://www.udemy.com/ruby-on-rails-for-web-development/,195.0,2526.0,Intermediate Level,0.96,5.0,2014-12-17T19:01:59Z
593,Creating a Responsive HTML Email,https://www.udemy.com/creating-responsive-html-email/,20.0,2520.0,All Levels,0.96,1.5,2013-08-12T13:09:39Z
594,PHP Tutorial: Learn PHP Basic Programming for Beginners,https://www.udemy.com/php-tutorial-beginners/,20.0,2510.0,All Levels,0.96,1.5,2017-03-08T19:04:55Z
595,"Core: A Web App Reference Guide for Django, Python, and More",https://www.udemy.com/coding-for-entrepreneurs-core/,195.0,2497.0,Intermediate Level,0.96,26.0,2014-05-29T00:58:43Z
596,AngularJS For .Net Developers From Scratch,https://www.udemy.com/angularjs-for-dotnet-developers-from-scratch/,50.0,2494.0,All Levels,0.96,4.5,2016-03-09T20:03:42Z
597,HTML & CSS for beginners: Build 3 projects from scratch,https://www.udemy.com/learn-html-css-by-building-3-real-projects/,40.0,2472.0,Intermediate Level,0.96,4.0,2015-01-22T06:47:09Z
598,HTML Forms For Beginners: A Basic Introduction,https://www.udemy.com/html-forms-for-beginners-a-basic-introduction/,45.0,2472.0,Intermediate Level,0.96,1.0,2015-11-05T17:49:01Z
599,Learn Rails Programming in Less than 2 Hours,https://www.udemy.com/learn-rails-programming-in-less-than-2-hours/,35.0,2470.0,All Levels,0.96,2.5,2015-09-23T02:21:50Z
600,"Create a Simple Photo Gallery with Dropzonejs, Slick and PHP",https://www.udemy.com/create-a-simple-photo-gallery-with-dropzonejs-slick-and-php/,0.0,2464.0,All Levels,0.96,0.7333333333,2017-03-07T15:40:37Z
601,Learning CSS3 - A Comprehensive Tutorial For Web Developers,https://www.udemy.com/learning-css3/,50.0,2459.0,All Levels,0.96,8.0,2012-05-24T21:14:57Z
602,How to Make a Wordpress Website 2017,https://www.udemy.com/how-to-wordpress/,0.0,2437.0,Beginner Level,0.96,0.5666666667,2016-06-07T00:02:04Z
603,The Complete HMTL5 Course - Go From Beginner To Advanced!,https://www.udemy.com/complete-hmtl5-course/,95.0,2430.0,All Levels,0.96,2.0,2016-10-13T21:24:51Z
604,Build your own Beautiful Blog in WordPress + SEO,https://www.udemy.com/learn-to-create-an-amazing-wordpress-blog-start-to-finish/,200.0,2421.0,Beginner Level,0.96,3.0,2015-11-25T18:00:35Z
605,Javascript Intermediate level 2 - Mastering Functions,https://www.udemy.com/javascript-intermediate-mastering-functions/,100.0,2412.0,All Levels,0.96,2.5,2016-08-30T18:20:56Z
606,The Pro Ruby on Rails Starter,https://www.udemy.com/pro-rubyonrails-starter/,45.0,2409.0,All Levels,0.96,2.5,2015-03-04T18:37:14Z
607,Laravel 4 try and enjoy php coding,https://www.udemy.com/laravel-4-try-and-enjoy-php-coding/,20.0,2402.0,Beginner Level,0.96,2.0,2014-10-20T10:48:09Z
608,HTML Tutorials : HTML Code for Website Creating,https://www.udemy.com/html-code-for-website/,20.0,2401.0,Beginner Level,0.96,3.0,2017-02-22T17:36:27Z
609,The Ultimate Beginner's Guide to Django,https://www.udemy.com/the-ultimate-beginners-guide-to-django-python-web-dev-website/,200.0,2390.0,All Levels,0.96,9.0,2016-12-11T22:07:39Z
610,Practical Web Development: Make Websites Quickly And Easily,https://www.udemy.com/make-beautiful-websites-in-a-few-hours/,20.0,2389.0,All Levels,0.96,2.0,2015-11-29T23:31:46Z
611,Twitter Bootstrap 2 for Beginners,https://www.udemy.com/twitter-bootstrap/,20.0,2388.0,Beginner Level,0.96,1.0,2013-05-29T18:13:10Z
612,WordPress LMS: E-Learning Website Made Easy,https://www.udemy.com/wordpress-learning-management-system-create-a-learning-site/,20.0,2382.0,All Levels,0.96,1.5,2015-07-08T00:08:54Z
613,WordPress Look and Feel with Themes,https://www.udemy.com/learn-wordpress-customize-look-and-feel-with-themes/,25.0,2371.0,Beginner Level,0.96,1.0,2016-09-04T19:34:22Z
614,WordPress Domination #2: Leads & Scarcity,https://www.udemy.com/wordpress-domination-2-leads-and-scarcity/,95.0,2362.0,All Levels,0.96,1.0,2017-01-10T17:41:50Z
615,Learn HTML5 Canvas for beginners,https://www.udemy.com/learn-html5-canvas-for-beginners/,100.0,2360.0,Intermediate Level,0.96,3.5,2016-03-01T17:53:34Z
616,"Kids Coding -Introduction to HTML, CSS and JavaScript",https://www.udemy.com/kids-coding-introduction-to-html-css-and-javascript/,200.0,2355.0,All Levels,0.96,7.0,2012-11-26T20:00:40Z
617,HTML5 and CSS3 : Landing Pages for Entrepreneurs 2016,https://www.udemy.com/landing-pages-for-entrepreneurs/,195.0,2354.0,All Levels,0.96,4.0,2016-08-12T15:50:50Z
618,"Learn to code, Become a Web Developer and Master JavaScript!",https://www.udemy.com/master-javascript-today/,200.0,2353.0,All Levels,0.96,10.0,2015-01-22T14:36:59Z
619,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,https://www.udemy.com/bootstrap-3-introduction-make-responsive-websites-fast/,50.0,2351.0,All Levels,0.96,2.5,2015-01-21T04:02:16Z
620,Wordpress for Non-Technical People,https://www.udemy.com/wordpress-for-non-technical-people/,150.0,2346.0,All Levels,0.2,4.5,2016-11-15T21:51:28Z
621,Create eye-catching WordPress website from scratch,https://www.udemy.com/create-eye-catching-wordpress-website-from-scratch/,30.0,2342.0,All Levels,0.47,4.5,2016-12-28T19:04:14Z
622,Install a Wordpress Theme the Correct Way & Charge Others,https://www.udemy.com/how-to-install-a-wordpress-theme-the-right-way/,20.0,2335.0,Intermediate Level,0.3,1.0,2015-09-20T18:51:51Z
623,A Very Complete Introduction To Laravel,https://www.udemy.com/laravel-4-beginners/,20.0,2320.0,All Levels,0.76,6.0,2014-08-24T16:47:54Z
624,PHP MySQL: Learn PHP MySQL with Project,https://www.udemy.com/php-mysql-project-learning/,20.0,2314.0,Beginner Level,0.47,2.0,2016-04-21T02:06:22Z
625,Wordpress Tutorial,https://www.udemy.com/responsive-design/,200.0,2311.0,All Levels,0.93,1.5,2014-12-04T19:17:17Z
626,Redirect Your Visitors By Country Easily -Wordpress Tutorial,https://www.udemy.com/redirect-your-visitors-by-country-easily-wordpress-tutorial/,20.0,2306.0,All Levels,0.93,1.0,2015-02-05T18:04:53Z
627,Build Websites And Apps By Outsourcing,https://www.udemy.com/outsourcing-development-work/,20.0,2299.0,Beginner Level,0.93,2.0,2015-07-20T22:16:39Z
628,Bootstrap 4.0 New Features: Build Responsive Website,https://www.udemy.com/bootstrap4-new-features/,40.0,2296.0,All Levels,0.93,1.5,2016-06-16T20:34:50Z
629,Build a Photo Blog with Ruby on Rails,https://www.udemy.com/build-a-photo-blog-with-ruby-on-rails/,20.0,2281.0,All Levels,0.93,1.5,2015-04-02T20:30:12Z
630,"React JS, Angular & Vue JS - Quickstart & Comparison",https://www.udemy.com/angular-reactjs-vuejs-quickstart-comparison/,160.0,2273.0,Beginner Level,0.93,8.0,2017-05-09T20:37:25Z
631,Learn To Create WordPress Themes By Building 10 Projects,https://www.udemy.com/learn-to-create-wordpress-themes-by-building-10-projects/,60.0,2273.0,All Levels,0.93,16.5,2016-05-24T21:03:37Z
632,WordPress Security - The Ultimate Security Guide,https://www.udemy.com/wordpress-the-ultimate-security-guide/,60.0,2267.0,All Levels,0.93,1.5,2015-01-04T20:28:06Z
633,The Build a SAAS App with Flask Course,https://www.udemy.com/the-build-a-saas-app-with-flask-course/,40.0,2244.0,Intermediate Level,0.93,10.0,2016-06-02T19:32:03Z
634,The Web Developers Guide: Learn HTML & CSS Fundamentals,https://www.udemy.com/become-a-professional-html-and-css-web-developer/,20.0,2243.0,All Levels,0.93,7.0,2016-05-01T18:46:29Z
635,Create a PHP Contact Form in Bootstrap,https://www.udemy.com/bootstrap-php-contact-form/,20.0,2238.0,All Levels,0.93,1.0,2015-12-27T17:20:38Z
636,Build Incredible Chatbots,https://www.udemy.com/build-incredible-chatbots/,100.0,2234.0,All Levels,0.93,11.5,2016-11-02T20:39:41Z
637,Better way towards CSS using Less and Sass,https://www.udemy.com/better-way-towards-css-using-less-and-sass/,20.0,2227.0,All Levels,0.93,1.5,2016-02-16T08:11:49Z
638,WordPress for Beginners 2017 + Google AdSense Implementation,https://www.udemy.com/wordpress-tutorial-for-beginners-and-google-adsense-implementation/,195.0,2225.0,All Levels,0.93,6.5,2017-06-05T18:20:34Z
639,JavaScript programming: JavaScript for beginners,https://www.udemy.com/learn-javascript-online/,55.0,2215.0,All Levels,0.93,5.0,2016-04-13T18:10:18Z
640,How To Make A Web Page With No Code,https://www.udemy.com/how-to-make-a-web-page-with-no-code/,0.0,2214.0,All Levels,0.93,2.0,2017-03-23T00:06:48Z
641,Complete RESPONSIVE Website Design with HTML5 & CSS3,https://www.udemy.com/website_design/,20.0,2204.0,All Levels,0.93,9.0,2017-02-03T04:19:46Z
642,Advanced Prezi: Make Amazing Presentations,https://www.udemy.com/prezi-advanced/,30.0,2200.0,All Levels,0.93,1.0,2016-01-24T20:47:28Z
643,Create a Website Similar to Facebook from Scratch!,https://www.udemy.com/clone-facebook/,25.0,2197.0,Beginner Level,0.93,1.5,2016-02-09T06:15:07Z
644,Canvas image Creator HTML5 JavaScript project from Scratch,https://www.udemy.com/canvas-image-maker-html5-javascript-project-from-scratch/,100.0,2195.0,All Levels,0.93,3.5,2016-03-06T21:41:43Z
645,Learn OAuth 2.0 - Get started as an API Security Expert,https://www.udemy.com/learn-oauth-2/,95.0,2185.0,All Levels,0.93,3.5,2015-07-20T22:38:11Z
646,Step by Step Build Your Template by Bootstrap 4 from scratch,https://www.udemy.com/bootstrap-v4/,80.0,2184.0,Intermediate Level,0.93,3.0,2017-03-30T21:59:03Z
647,Build Modern Websites Super Fast,https://www.udemy.com/build-modern-websites-in-1-hour/,25.0,2178.0,All Levels,0.93,1.5,2016-03-10T00:04:59Z
648,WordPress 2016 for Beginners : Build awesome websites!,https://www.udemy.com/build-your-own-wordpress-website-in-less-than-90-minutes/,20.0,2177.0,All Levels,0.93,4.0,2015-07-13T20:39:05Z
649,Build an Amazon clone: Nodejs + MongoDB + Stripe Payment,https://www.udemy.com/build-an-amazon-clone-nodejs-stripe-elasticsearch/,20.0,2164.0,All Levels,0.93,8.5,2016-01-08T17:16:48Z
650,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML,https://www.udemy.com/css-with-html/,20.0,2160.0,Beginner Level,0.93,4.0,2016-03-10T17:20:41Z
651,CoffeeScript: The Good Parts—Write Better javaScript,https://www.udemy.com/coffeescript/,50.0,2152.0,Beginner Level,0.93,2.5,2015-01-13T04:50:51Z
652,AWS Serverless APIs & Apps - A Complete Introduction,https://www.udemy.com/aws-serverless-a-complete-introduction/,145.0,2145.0,Beginner Level,0.3,8.0,2017-06-19T22:19:24Z
653,Modern Web Development with Laravel 5.2 (PHP Framework),https://www.udemy.com/modern-web-development-with-laravel/,120.0,2142.0,All Levels,0.99,12.0,2016-01-24T17:33:52Z
654,The WpFASTER WordPress Speed Optimization Master Course,https://www.udemy.com/make-your-wordpress-sites-fastest-in-world/,175.0,2134.0,Intermediate Level,0.99,7.0,2015-04-13T20:49:19Z
655,Sublime Text for Rapid Web Development,https://www.udemy.com/sublime-text-for-rapid-web-development/,20.0,2104.0,Beginner Level,0.99,1.0,2017-01-19T23:07:26Z
656,Reactive JS:  Are you ready for the next big paradigm shift?,https://www.udemy.com/reactive-js-getting-ready-for-the-next-big-paradigm-shift/,60.0,2097.0,Beginner Level,0.99,5.5,2016-02-23T16:50:16Z
657,"Complete Web Development with HTML, CSS and Javascript",https://www.udemy.com/complete-web-development-with-html-css-and-javascript/,0.0,2097.0,All Levels,0.99,2.0,2017-06-27T21:49:31Z
658,"Jekyll: make fast, secure static sites and blogs with Jekyll",https://www.udemy.com/static-website-generator-fast-secure-sites-blogs-with-jekyll/,45.0,2091.0,Intermediate Level,0.99,2.5,2016-02-18T17:30:13Z
659,JavaScript for beginners in 1 hour,https://www.udemy.com/learn-javascript-in-1-hour-and-create-a-game-in-javascript/,95.0,2086.0,All Levels,0.99,1.0,2016-12-12T16:52:38Z
660,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,https://www.udemy.com/unit-testing-angularjs/,25.0,2083.0,All Levels,0.99,2.5,2016-01-24T21:47:20Z
661,Become a Rockstar Web Developer - Learn By Coding,https://www.udemy.com/become-rockstar-php-developer/,200.0,2076.0,Intermediate Level,0.99,11.0,2016-03-22T16:51:16Z
662,WordPress Blog : Create a WordPress Website for Beginners,https://www.udemy.com/wordpress-website-for-beginners/,20.0,2076.0,Beginner Level,0.99,2.0,2017-02-26T18:29:53Z
663,JavaScript Tutorial: Learn JavaScript Code for Beginners,https://www.udemy.com/javascript-tutorial-for-beginners/,20.0,2074.0,All Levels,0.99,1.5,2017-03-08T00:24:44Z
664,PSD to HTML5/CSS3 using Twitter Bootstrap 3!,https://www.udemy.com/psd-to-html5css3-using-twitter-bootstrap-3/,95.0,2073.0,Beginner Level,0.99,2.0,2015-02-25T21:35:25Z
665,Javascript for beginners,https://www.udemy.com/java-script-quick-beginner-introduction/,75.0,2071.0,All Levels,0.99,1.5,2015-10-01T17:14:38Z
666,Develop Competitive Plugins for WordPress and WooCommerce,https://www.udemy.com/develop-competitive-plugins-for-wordpress-and-woocommerce/,150.0,2063.0,Intermediate Level,0.99,1.0,2017-03-30T03:10:37Z
667,JSON :basics for beginners,https://www.udemy.com/learn-json/,45.0,2052.0,Beginner Level,0.99,0.55,2016-09-09T16:42:59Z
668,The CSS and CSS3 Crash Course,https://www.udemy.com/the-css-and-css3-crash-course/,150.0,2051.0,Beginner Level,0.99,13.0,2013-03-15T16:13:42Z
669,Twitter Integration customize Tweets with developer API,https://www.udemy.com/twitter-integration-customize-tweets-with-developer-api/,115.0,2039.0,All Levels,0.99,1.0,2015-12-29T18:12:34Z
670,Practical Guide to Web Development,https://www.udemy.com/designers-guide-to-web-development/,20.0,2025.0,All Levels,0.99,2.0,2016-05-02T20:56:01Z
671,Learn Wordpress 4 from Scratch : Create Awesome Websites,https://www.udemy.com/learn-wordpress-from-scratch-and-create-websites/,75.0,2023.0,All Levels,0.99,2.0,2015-08-13T21:02:21Z
672,Learn Drupal 8 - With a Live Project,https://www.udemy.com/learn-drupal-8-with-a-live-project/,55.0,2012.0,Beginner Level,0.99,3.5,2017-03-17T00:11:02Z
673,HTML 5 and CSS 3 - tricks and workarounds,https://www.udemy.com/html5-css3-tricks-and-workarounds/,80.0,2007.0,All Levels,0.99,5.5,2016-02-18T00:21:26Z
674,Mastering the Google Chrome Developer Tools,https://www.udemy.com/mastering-chrome-developer-tools/,20.0,2002.0,Intermediate Level,0.99,0.6666666667,2015-04-21T16:45:07Z
675,"Build An Online Bank With Java, Angular 2, Spring and More",https://www.udemy.com/build-an-online-bank-with-java-angular-2-spring-and-more/,195.0,1995.0,Intermediate Level,0.99,6.5,2016-11-01T15:42:30Z
676,React: Learn ReactJS Fundamentals for Front-End Developers,https://www.udemy.com/react-fundamentals-frontend-developers/,55.0,1993.0,Beginner Level,0.99,4.0,2016-06-06T15:29:42Z
677,Regular Expressions for Beginners - Universal,https://www.udemy.com/regular-expressions-for-beginners-universal/,100.0,1975.0,All Levels,0.86,3.0,2017-01-20T00:54:56Z
678,Angular 2 + Rails 5 Bootcamp,https://www.udemy.com/angular-on-rails-course/,150.0,1967.0,All Levels,0.42,9.0,2016-11-15T19:00:50Z
679,Angular and Firebase - Build a Web App with Typescript,https://www.udemy.com/angular-firebase-application/,150.0,1966.0,All Levels,0.13,5.0,2016-09-27T21:46:03Z
680,Coding Made Easy: A Beginners Guide To JavaScript,https://www.udemy.com/coding-made-easy-a-beginners-guide-to-javascript/,40.0,1950.0,All Levels,0.9,1.0,2016-09-18T21:58:41Z
681,Projects in ExpressJS - Learn ExpressJs building 10 projects,https://www.udemy.com/projects-in-expressjs-learn-expressjs-building-10-projects/,50.0,1949.0,All Levels,0.13,15.5,2015-09-15T00:07:28Z
682,Learn ReactJS: Code Like A Facebook Developer,https://www.udemy.com/learn-react-js/,20.0,1948.0,All Levels,0.47,5.0,2015-08-24T20:31:54Z
683,XML For Absolute Beginners: Learn to create your own tags,https://www.udemy.com/xml-for-absolute-beginners-learn-to-create-your-own-tags/,75.0,1945.0,All Levels,0.8,1.0,2015-12-17T17:27:32Z
684,Drupal 8 Site Building,https://www.udemy.com/drupal-8-site-building/,0.0,1942.0,Beginner Level,0.24,4.5,2017-05-02T05:15:52Z
685,All You Need To Know About AngularJS - Training On AngularJS,https://www.udemy.com/angularjs/,50.0,1936.0,Beginner Level,0.89,5.0,2014-03-07T19:09:28Z
686,How to become an App Developer,https://www.udemy.com/how-to-become-an-app-developer/,200.0,1935.0,Intermediate Level,0.87,1.0,2017-05-19T21:39:35Z
687,Learn to build 20 websites and build 14 iOS9 apps with swift,https://www.udemy.com/learn-to-build-20-websites-and-build-14-ios9-apps-with-swift/,40.0,1926.0,All Levels,0.66,22.5,2015-07-24T21:45:40Z
688,Master Regular Expressions from scratch - All languages,https://www.udemy.com/master-regular-expressions-from-scratch/,70.0,1925.0,Beginner Level,0.47,2.0,2017-04-27T20:25:25Z
689,Learn PHP from scratch!!,https://www.udemy.com/learn-php-from-scratch-by-niveditajain/,25.0,1908.0,All Levels,0.8,1.5,2017-04-28T13:57:56Z
690,RESTful API with Laravel,https://www.udemy.com/laravel-5-php-framework-agile-and-practical-php-restful-api/,45.0,1905.0,All Levels,0.34,6.0,2015-02-05T07:42:56Z
691,Build an HTML5 and CSS3 Website in 35 Minutes,https://www.udemy.com/build-an-html5-and-css3-website-in-35-minutes/,20.0,1904.0,Beginner Level,0.89,0.7,2015-03-10T21:52:42Z
692,"Master Electron: Desktop Apps using HTML, JavaScript & CSS",https://www.udemy.com/master-electron/,165.0,1902.0,Intermediate Level,0.13,5.5,2017-03-21T23:58:01Z
693,Build Sign Up and Login Forms With Bootstrap Modal,https://www.udemy.com/build-sign-up-and-login-forms-with-bootstrap-modal/,20.0,1898.0,Intermediate Level,0.19,4.0,2016-11-17T18:55:02Z
694,Wordpress Site Migration,https://www.udemy.com/wordpress-site-migration-tutorial/,20.0,1894.0,Beginner Level,0.14,1.5,2016-07-28T02:38:31Z
695,PHP Security,https://www.udemy.com/php-security/,50.0,1892.0,All Levels,0.06,2.5,2016-06-15T20:46:15Z
696,CSSCasts; CSS libraries Plugins Tips & Tricks for Developers,https://www.udemy.com/csscasts-css-libraries-plugins-tips-tricks-for-developers/,200.0,1874.0,Beginner Level,0.89,44.5,2016-03-16T21:09:10Z
697,WordPress Academy: Learn WordPress step by step,https://www.udemy.com/wordpress-academy-course/,150.0,1873.0,Intermediate Level,0.47,7.5,2016-07-12T23:10:02Z
698,"Modern JavaScript: Building Real-World, Real-Time Apps",https://www.udemy.com/real-world-real-time-modern-javascript/,50.0,1871.0,All Levels,0.67,13.5,2016-03-30T21:15:15Z
699,"Ruby on Rails 5 - BDD, RSpec and Capybara",https://www.udemy.com/ruby-rails-5-bdd-rspec-capybara/,200.0,1870.0,Beginner Level,0.9,14.5,2016-10-28T00:17:36Z
700,Web Hosting Fundamentals,https://www.udemy.com/web-hosting-fundamentals/,20.0,1867.0,All Levels,0.78,0.6166666667,2013-12-08T07:15:28Z
701,Amazon Alexa Development: From Beginner to Intermediate,https://www.udemy.com/amazon-alexa-development-from-beginner-to-intermediate/,140.0,1858.0,All Levels,0.3,2.5,2016-12-03T20:51:00Z
702,How to Create a Social Network For a Niche-Related Community,https://www.udemy.com/how-to-create-a-social-network/,100.0,1853.0,Beginner Level,0.24,2.0,2015-07-12T22:55:57Z
703,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps",https://www.udemy.com/learn-rails/,200.0,1849.0,All Levels,0.89,3.0,2016-08-23T20:46:39Z
704,Learn SASS and improve your CSS,https://www.udemy.com/write-clean-css-using-sass/,55.0,1849.0,All Levels,0.89,3.0,2014-12-20T00:21:05Z
705,The Complete JavaScript Bootcamp,https://www.udemy.com/the-complete-javascript-bootcamp/,195.0,1839.0,All Levels,0.6,5.0,2016-06-20T16:56:06Z
706,Javascript Intermediate level 1 - Mastering the DOM,https://www.udemy.com/javascript-intermediate-mastering-the-dom/,100.0,1838.0,All Levels,0.36,3.0,2016-08-30T19:52:11Z
707,create a search engine for your website!,https://www.udemy.com/create-a-simple-php-mysql-search-engine/,20.0,1832.0,All Levels,0.17,1.5,2014-07-17T18:28:04Z
708,"Server API Development in Swift, Kitura, & Bluemix",https://www.udemy.com/swift-kitura/,200.0,1827.0,Beginner Level,0.55,20.5,2017-03-08T23:09:32Z
709,PHP For Beginners : Learn PHP From Scratch!,https://www.udemy.com/php-fundamentals-course/,100.0,1825.0,All Levels,0.99,3.5,2016-11-18T21:16:33Z
710,Learn how to use Javascript Components with PHP and Symfony,https://www.udemy.com/learn-how-to-use-javascript-components-with-php-and-symfony/,90.0,1822.0,All Levels,0.11,2.0,2017-06-05T17:43:55Z
711,Mastering CSS,https://www.udemy.com/mastering-css/,95.0,1815.0,Beginner Level,0.75,5.0,2015-06-17T21:54:47Z
712,JQuery DOM and Ajax Concept Explained for Beginners,https://www.udemy.com/jquery-dom-and-ajax-concept-explained-for-beginners/,35.0,1812.0,All Levels,1.0,0.6166666667,2016-04-27T15:26:57Z
713,Amazon s3 Mastery - THE How-To' Guides For Amazon S3,https://www.udemy.com/amazon-s3-mastery/,95.0,1811.0,Intermediate Level,0.24,3.5,2015-03-18T21:27:54Z
714,Angular 4 Development Decoded,https://www.udemy.com/marutiangular4/,20.0,1802.0,All Levels,0.79,1.0,2017-06-21T16:37:46Z
715,How To Build A Facebook Messenger Chat Bot From Scratch,https://www.udemy.com/how-to-build-a-facebook-messenger-chat-bot-from-scratch/,120.0,1798.0,All Levels,0.15,1.5,2017-05-11T16:53:50Z
716,WordPress : An Overview,https://www.udemy.com/what-is-wordpress/,45.0,1783.0,All Levels,0.71,0.6,2015-02-02T04:48:51Z
717,Getting Started with LESS - Beginner Crash Course,https://www.udemy.com/getting-started-with-less-beginner-crash-course/,25.0,1780.0,Intermediate Level,0.83,1.5,2015-02-12T22:26:09Z
718,Self Advertise Using PowerPoint Twitter and Facebook on ios,https://www.udemy.com/the-basic-roadmap-to-power-point-advertising-for-mac/,20.0,1780.0,Beginner Level,0.7,0.6,2015-11-17T00:55:11Z
719,Introduction to Node.js Development,https://www.udemy.com/refactoru-intro-nodejs/,55.0,1779.0,All Levels,0.18,1.0,2014-08-28T03:28:55Z
720,HTML and CSS BootCamp for Beginners,https://www.udemy.com/html-and-css-bootcamp-for-beginners/,30.0,1777.0,All Levels,0.72,6.5,2017-01-20T22:20:41Z
721,Wordpress - Create an Outstanding Website in 2 hours,https://www.udemy.com/wordpress-business-website/,30.0,1772.0,Beginner Level,0.76,2.5,2015-10-28T22:45:22Z
722,jQuery for Absolute Beginners - Lite,https://www.udemy.com/jquery-for-absolute-beginners-lite/,20.0,1769.0,Beginner Level,0.78,0.5833333333,2015-12-30T20:13:46Z
723,Learning 200 jQuery Functions with 800 Examples,https://www.udemy.com/jquery-foundation/,195.0,1766.0,All Levels,0.78,18.5,2015-02-24T22:57:40Z
724,Introduction To Data Analytics Using Microsoft Power BI,https://www.udemy.com/data-analytics-powerbi/,45.0,1764.0,Beginner Level,0.78,1.5,2016-07-13T17:36:30Z
725,Projects in Django and Python,https://www.udemy.com/projects-in-django-and-python/,60.0,1764.0,All Levels,0.78,6.5,2014-10-21T07:58:07Z
726,Google Blogger : How to Create a Blog,https://www.udemy.com/google-blogger-how-to-create-a-blog/,20.0,1763.0,Beginner Level,0.78,2.0,2017-02-24T17:28:52Z
727,JavaScript with BackboneJS and Bootstrap CSS - Advanced,https://www.udemy.com/advanced-javascript-with-backbonejs-and-bootstrap-css/,25.0,1758.0,Intermediate Level,0.78,3.5,2012-05-21T18:22:09Z
728,Develop a Professional OnePage WordPress site With No Coding,https://www.udemy.com/develop-a-professional-onepage-wordpress-site-with-no-coding/,20.0,1747.0,All Levels,0.78,1.5,2016-08-29T16:47:15Z
729,Build a complete Fiverr clone with Node + Algolia + Paypal,https://www.udemy.com/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/,30.0,1741.0,All Levels,0.78,9.0,2017-05-20T05:38:42Z
730,Angular 2 From The Ground Up,https://www.udemy.com/angular-2-from-the-ground-up/,30.0,1737.0,Beginner Level,0.78,11.5,2016-06-02T17:52:17Z
731,Learn Ruby on Rails By Building Projects,https://www.udemy.com/learn-ruby-on-rails-building-projects/,60.0,1736.0,Beginner Level,0.78,13.0,2014-11-12T09:33:28Z
732,Javascript Intermediate level 3 - JSON,https://www.udemy.com/javascript-intermediate-json-course/,100.0,1735.0,Beginner Level,0.78,2.5,2016-08-30T17:48:52Z
733,Learn SASS: from beginner to expert,https://www.udemy.com/learn-sass-from-beginner-to-expert/,20.0,1734.0,Beginner Level,0.78,1.0,2016-09-14T17:34:55Z
734,HTML5 and CSS for Beginner To Expert,https://www.udemy.com/html5-and-css-for-beginner-to-expert/,20.0,1732.0,Intermediate Level,0.78,4.5,2017-06-06T22:27:23Z
735,Angular 2 Jump Start With Typescript,https://www.udemy.com/angular-2-jump-start-with-typescript/,20.0,1731.0,All Levels,0.96,4.0,2015-12-08T14:37:37Z
736,"Learn By Example: The Foundations of HTML, CSS & Javascript",https://www.udemy.com/learn-by-example-html-css-javascript/,50.0,1724.0,All Levels,0.72,13.0,2016-02-29T23:04:14Z
737,Learn PHP Object Oriented Features with Simple Examples,https://www.udemy.com/learn-php-object-oriented-features-with-simple-examples/,20.0,1723.0,Beginner Level,0.76,1.0,2016-10-05T13:47:13Z
738,ReactJS and Flux: Learn By Building 10 Projects,https://www.udemy.com/reactjs-and-flux-learn-by-building-10-projects/,60.0,1723.0,All Levels,0.58,11.0,2016-02-18T18:18:12Z
739,Ultimate AngularJS: Build a Real-World App from Scratch,https://www.udemy.com/ultimate-angularjs-course/,100.0,1712.0,All Levels,0.2,5.5,2016-02-08T23:41:51Z
740,Build WordPress Plugin to extend Beaver Builder,https://www.udemy.com/build-wordpress-plugin-to-extend-beaver-builder/,50.0,1705.0,All Levels,0.88,2.0,2016-07-04T23:13:45Z
741,The Ultimate Vue JS 2 Developers Course,https://www.udemy.com/vuejs-2-essentials/,195.0,1703.0,Beginner Level,0.24,13.0,2016-12-16T14:59:21Z
742,JSON For Beginners: A Very Basic Introduction,https://www.udemy.com/json-for-beginners-a-very-basic-introduction/,65.0,1703.0,All Levels,0.14,1.0,2016-01-18T23:06:45Z
743,Write PHP Like a Pro: Build a PHP MVC Framework From Scratch,https://www.udemy.com/php-mvc-from-scratch/,70.0,1703.0,All Levels,0.62,3.0,2016-02-04T22:36:17Z
744,Learn By Example: jQuery,https://www.udemy.com/learn-by-example-jquery/,50.0,1702.0,All Levels,0.59,7.0,2016-09-19T21:27:18Z
745,WordPress for Beginners - Build Your First Website in 2017,https://www.udemy.com/from-novice-to-ninja-the-complete-wordpress-training-course/,100.0,1701.0,All Levels,0.2,7.0,2015-06-23T20:16:55Z
746,WordPress Development Crash Course: From Zero To Hero,https://www.udemy.com/wordpress-development-crash-course/,60.0,1699.0,Intermediate Level,0.24,2.0,2016-02-01T22:07:26Z
