,course_title,url,price,num_subscribers,level,Rating,content_duration,published_timestamp
747,The Complete hapiJS Course - Go From Beginner To Advanced!,https://www.udemy.com/hapijs-course/,195.0,1697.0,All Levels,0.64,6.0,2016-07-13T15:30:53Z
748,"Become a Full Stack Developer with Spring, AWS and Stripe",https://www.udemy.com/become-a-full-stack-developer-with-spring-aws-and-stripe/,75.0,1696.0,Intermediate Level,0.47,10.0,2016-07-08T15:47:58Z
749,Web Application Development - Learn by Building 3 Web Apps,https://www.udemy.com/build-3-web-applications-in-90-minutes/,30.0,1688.0,Beginner Level,0.73,1.5,2014-06-23T08:06:43Z
750,Build A Web App With Spring Framework and Angular 2,https://www.udemy.com/build-a-web-app-with-spring-boot-and-angular-2/,145.0,1683.0,All Levels,0.1,8.0,2016-05-08T18:47:05Z
751,HTML5 CSS3 JQUERY Single Page Website Project from Scratch,https://www.udemy.com/html5-css3-jquery-single-page-website-project-from-scratch/,120.0,1678.0,All Levels,0.28,2.5,2016-02-03T19:22:22Z
752,How to set up a Web Server From Scratch to One Fully Managed,https://www.udemy.com/how-to-setup-a-web-server/,200.0,1673.0,All Levels,0.36,3.0,2017-05-09T14:39:56Z
753,Create a Responsive Business Website with WordPress,https://www.udemy.com/creating-a-business-website-with-a-responsive-design/,95.0,1659.0,Intermediate Level,0.66,5.5,2013-03-25T01:44:54Z
754,Using Modern JavaScript Today,https://www.udemy.com/using-modern-javascript/,50.0,1658.0,All Levels,0.08,16.5,2016-01-01T18:34:53Z
755,Wordpress for beginners :Build Websites Fast without Coding,https://www.udemy.com/wordpress-create-websites-fast-wo-coding-and-make-money/,50.0,1658.0,All Levels,0.76,5.0,2015-09-08T19:33:25Z
756,Learn HTML - The programming language to build a webpage!,https://www.udemy.com/takethefirststep/,25.0,1655.0,All Levels,0.96,1.0,2016-01-17T18:25:23Z
757,WordPress Plugins Treasure Chest,https://www.udemy.com/best-wordpress-plugins-treasure-chest/,25.0,1655.0,All Levels,0.5,3.0,2015-08-06T21:01:21Z
758,PHP Date and Time Course by Edwin Diaz,https://www.udemy.com/crash-course-learn-to-create-date-and-time-in-php-easily/,40.0,1653.0,All Levels,0.32,1.5,2016-05-03T21:00:53Z
759,Mastering Micro Services Using Java Spring Boot,https://www.udemy.com/mastering-micro-services-using-java-sprint-boot/,195.0,1649.0,Beginner Level,0.95,2.0,2017-05-17T17:43:14Z
760,Getting Started with NodeJS for Beginners,https://www.udemy.com/getting-started-with-nodejs-for-beginners/,195.0,1645.0,Beginner Level,0.95,1.0,2016-05-23T21:14:50Z
761,DesktopServer : Install WordPress Locally - Work Anywhere!,https://www.udemy.com/desktopserver/,65.0,1640.0,Beginner Level,0.95,2.0,2015-11-01T22:03:29Z
762,Learn PHP CodeIgniter Framework with AJAX and Bootstrap,https://www.udemy.com/learn-php-codeigniter-framework-with-ajax-and-bootstrap/,75.0,1634.0,All Levels,0.95,2.5,2016-09-13T16:14:43Z
763,One-stop Ruby on Rails: Build Web Applications from Scratch,https://www.udemy.com/build-etsy-yelp-craigslist-and-a-web-scraper-from-scratch/,145.0,1628.0,All Levels,0.95,18.5,2015-01-13T06:40:32Z
764,Understand PHP Arrays and HTTP Request in a Better Way,https://www.udemy.com/understand-php-arrays-and-http-request-in-a-better-way/,35.0,1627.0,All Levels,0.95,0.5833333333,2016-05-23T17:05:27Z
765,PHP - Send and Receive Mobile Text Messages (SMS),https://www.udemy.com/php-send-and-receive-mobile-text-messages-sms/,50.0,1626.0,All Levels,0.95,1.5,2016-06-15T23:04:19Z
766,Spring Core DevOps on AWS,https://www.udemy.com/spring-core-devops-on-aws/,100.0,1626.0,Beginner Level,0.95,6.5,2016-11-15T21:59:55Z
767,Create a business website with WordPress,https://www.udemy.com/create-a-business-website-with-wordpress/,50.0,1624.0,Intermediate Level,0.95,4.0,2016-03-14T22:22:28Z
768,JavaScript manipulation of the DOM Document Object Model,https://www.udemy.com/javascript-manipulation-of-the-dom-document-object-model/,20.0,1618.0,All Levels,0.95,1.5,2016-05-13T05:09:09Z
769,Getting Started with WordPress 2016,https://www.udemy.com/getting-started-with-wordpress-cms/,20.0,1613.0,All Levels,0.95,1.0,2016-04-14T05:38:18Z
770,The Complete WordPress Development & Customization Course,https://www.udemy.com/the-complete-wordpress-development-customization-course/,100.0,1611.0,All Levels,0.95,12.5,2016-11-07T17:17:16Z
771,PHP Development with the Laravel Framework,https://www.udemy.com/php-development-with-laravel-4/,50.0,1611.0,Beginner Level,0.95,3.5,2014-03-11T20:40:48Z
772,HTML and CSS for Beginning Web Developers,https://www.udemy.com/html-and-css-for-beginning-web-developers/,100.0,1606.0,Beginner Level,0.95,9.0,2013-12-13T18:19:58Z
773,Learn Bootstrap And Make Responsive Websites,https://www.udemy.com/learn-bootstrap-and-make-responsive-websites/,25.0,1605.0,Beginner Level,0.95,3.5,2017-06-11T19:03:19Z
774,Start Web Development with GIS Map in JavaScript,https://www.udemy.com/start-web-development-with-gis-map-in-javascript/,60.0,1599.0,Beginner Level,0.95,3.0,2016-02-28T23:43:19Z
775,Learn React : The World's Most Lucrative JavaScript Library,https://www.udemy.com/learn-react-the-worlds-most-lucrative-javascript-library/,50.0,1591.0,All Levels,0.95,9.5,2017-02-08T00:40:08Z
776,WordPress Plugin Tutorial,https://www.udemy.com/wordpress-plugin-tutorial/,40.0,1588.0,All Levels,0.95,0.5666666667,2015-05-14T21:38:00Z
777,Introduction to Java Programming for Online Learners,https://www.udemy.com/learning-to-program-in-java-a-supplement-for-online-academic-learners/,200.0,1586.0,All Levels,0.95,22.0,2013-04-17T02:55:10Z
778,Your Own Site in 45 Min: The Complete Wordpress Course,https://www.udemy.com/wordpress-sites/,120.0,1566.0,All Levels,0.95,4.0,2015-04-20T22:15:17Z
779,PHP :basics for beginners,https://www.udemy.com/php-basics-for-beginners-new/,45.0,1562.0,All Levels,0.95,1.5,2016-09-28T15:29:17Z
780,Learn React JS from scratch,https://www.udemy.com/learn-react-js-from-scratch/,115.0,1562.0,All Levels,0.95,4.0,2016-10-10T16:01:44Z
781,HTML and CSS: A Guide to Web Design,https://www.udemy.com/html-and-css-a-guide-to-web-design/,25.0,1557.0,Beginner Level,0.95,14.0,2015-06-02T22:41:13Z
782,"JavaScript, jQuery and Ajax",https://www.udemy.com/ajax-calls-the-simplest-way/,20.0,1554.0,All Levels,0.95,4.0,2016-02-02T18:36:12Z
783,"Essential HTML, CSS & HTML5 Training",https://www.udemy.com/essential-html-css-html5-training/,50.0,1553.0,All Levels,0.95,5.5,2015-04-12T22:20:58Z
784,HTML & CSS - Learn to build sleek websites,https://www.udemy.com/html-css-learn-to-build-sleek-websites/,55.0,1552.0,All Levels,0.95,3.5,2014-10-21T03:35:47Z
785,The Complete HTML5 and CSS3 Course - with 8 Websites Design,https://www.udemy.com/build-responsive-websites-with-html5-and-css3-from-scratch/,30.0,1551.0,All Levels,0.95,7.5,2015-12-07T19:32:22Z
786,Create full featured Landing Page in Ruby on Rails in 3 hour,https://www.udemy.com/rails-1-landing-page/,30.0,1550.0,All Levels,0.96,3.0,2015-05-15T18:53:55Z
787,Learn PHP from Scratch,https://www.udemy.com/learn-php-from-scratch-in-1-3-hr/,50.0,1550.0,All Levels,0.96,1.5,2015-07-26T20:44:15Z
788,The Complete HTML5 and CSS3 Course,https://www.udemy.com/the-complete-html5-and-css3-course/,40.0,1548.0,All Levels,0.96,15.0,2016-08-23T16:44:47Z
789,Web Security: Common Vulnerabilities And Their Mitigation,https://www.udemy.com/web-security-common-vulnerabilities-and-their-mitigation/,50.0,1547.0,All Levels,0.96,8.0,2016-07-14T16:24:08Z
790,HTML and CSS Foundations,https://www.udemy.com/html-and-css-foundations/,0.0,1544.0,All Levels,0.96,1.0,2017-06-23T16:51:54Z
791,"How to Register a Domain, Set Up Hosting, and Edit Web Pages",https://www.udemy.com/register-domain-setup-hosting-create-web-page/,45.0,1540.0,All Levels,0.96,3.0,2015-05-21T19:37:46Z
792,Mastering Modern Web Development Using React,https://www.udemy.com/mastering-modern-web-development-using-react/,195.0,1537.0,Beginner Level,0.96,2.5,2017-03-13T21:46:44Z
793,GRUNT js: Automate web development tasks and save your time,https://www.udemy.com/gruntjs-automate-web-development-tasks-and-save-your-time/,55.0,1534.0,Beginner Level,0.96,1.5,2015-03-02T23:34:14Z
794,Core Concepts in HTML 5,https://www.udemy.com/core-concepts-in-html-5/,75.0,1532.0,All Levels,0.96,2.0,2014-07-30T22:16:40Z
795,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,https://www.udemy.com/html5-geolocation-in-depth-build-location-aware-applications/,90.0,1526.0,Beginner Level,0.96,6.5,2015-05-26T00:00:59Z
796,Ultimate JavaScript Objects,https://www.udemy.com/js-objects/,20.0,1525.0,Intermediate Level,0.96,2.5,2016-07-07T21:00:57Z
797,Projects with JSON and APIs,https://www.udemy.com/projects-with-json-and-apis/,20.0,1520.0,Intermediate Level,0.96,2.0,2017-02-18T18:11:07Z
798,jQuery UI In Depth,https://www.udemy.com/jquery-ui-in-depth/,25.0,1520.0,All Levels,0.96,10.5,2013-07-28T18:48:28Z
799,Introduction to Elm,https://www.udemy.com/introduction-to-elm/,0.0,1519.0,Beginner Level,0.96,1.0,2017-05-15T22:50:07Z
800,Ruby on Rails 4---A Test-Driven Approach,https://www.udemy.com/ruby-on-rails-4-a-test-driven-approach/,100.0,1518.0,All Levels,0.96,19.0,2015-02-17T20:34:13Z
801,Responsive Html5 Theme Development,https://www.udemy.com/responsive-html5-theme-development/,20.0,1517.0,Beginner Level,0.96,1.0,2014-06-06T21:51:59Z
802,Learn By Example: Angular JS,https://www.udemy.com/learn-by-example-angular-js/,50.0,1515.0,All Levels,0.96,7.0,2016-08-22T19:36:10Z
803,PSD to Responsive HTML5: Beginner to Advanced,https://www.udemy.com/psd-to-html5-beginner-to-advanced/,40.0,1502.0,All Levels,0.96,6.0,2016-10-03T21:11:56Z
804,Learn by Example : ReactJS,https://www.udemy.com/learn-by-example-reactjs/,50.0,1496.0,Beginner Level,0.96,7.5,2016-12-27T19:39:12Z
805,Bootstrap Tutorial - Essentials From Basic to Advanced,https://www.udemy.com/bootstrap-tutorial-essentials-from-basic-to-advanced/,195.0,1494.0,All Levels,0.88,7.5,2015-11-29T22:38:00Z
806,Drupal for Beginners,https://www.udemy.com/getting-started-with-drupal-for-total-beginners/,30.0,1478.0,Intermediate Level,0.18,5.0,2015-01-26T06:54:58Z
807,Create a social network using PHP Mysqli HTML Css and JQuery,https://www.udemy.com/create-a-social-network-using-php-mysqli-html-css-and-jquery/,40.0,1477.0,Intermediate Level,0.34,6.0,2017-04-24T00:18:42Z
808,Learn Essential Javascript Fundamentals - Lite,https://www.udemy.com/learn-essential-javascript-fundamentals-lite/,20.0,1476.0,All Levels,0.89,0.65,2016-01-04T18:17:31Z
809,"Build Modern Responsive Website With HTML5, CSS3 & Bootstrap",https://www.udemy.com/build-modern-responsive-website-with-html5-css3-bootstrap/,195.0,1472.0,All Levels,0.98,13.0,2017-02-08T05:44:46Z
810,Professional Rails Code Along,https://www.udemy.com/professional-ruby-on-rails-coding-course/,40.0,1469.0,All Levels,0.47,19.0,2016-08-04T03:48:09Z
811,"Learn animation using CSS3, Javascript and HTML5",https://www.udemy.com/animating-css-javascript/,40.0,1468.0,All Levels,0.8,2.5,2015-03-24T18:43:38Z
812,Create an Engaging Website with Twitter Bootstrap 2.x,https://www.udemy.com/create-an-engaging-website-with-twitter-bootstrap/,20.0,1463.0,Beginner Level,0.9,1.0,2012-06-18T17:06:55Z
813,The Fastest Way to Create a Website Using Godaddy,https://www.udemy.com/create-your-own-website/,30.0,1454.0,All Levels,0.14,0.5,2015-11-09T20:44:25Z
814,PHP: Complete Login and Registration System with PHP & MYSQL,https://www.udemy.com/user-authentication-code-a-simple-login-system-with-php/,200.0,1448.0,Beginner Level,0.74,7.5,2015-06-16T20:38:45Z
815,Install Wordpress,https://www.udemy.com/learn-how-to-install-wordpress/,20.0,1447.0,Beginner Level,0.89,0.6666666667,2015-11-06T22:04:41Z
816,Easily Learn Web Development With Drop & Drag: OptimizePress,https://www.udemy.com/optimizepress/,20.0,1442.0,All Levels,0.78,2.0,2015-01-23T06:46:27Z
817,Learn By Example: PHP For Dynamic Websites,https://www.udemy.com/learn-by-example-php-for-dynamic-websites/,50.0,1439.0,Beginner Level,0.84,13.0,2016-04-06T19:52:40Z
818,Fix Google's New 'Not Secure' Warning with Let's Encrypt!,https://www.udemy.com/fix-googles-new-not-secure-warning-with-lets-encrypt/,95.0,1437.0,Intermediate Level,0.72,1.0,2017-03-09T23:25:27Z
819,Build Apps with ReactJS: The Complete Course,https://www.udemy.com/build-apps-with-reactjs-the-complete-course/,40.0,1433.0,Beginner Level,0.35,5.5,2015-10-22T21:07:29Z
820,Learn ASP NET MVC 5 step by step,https://www.udemy.com/maruti-mvc5/,20.0,1428.0,All Levels,0.9,3.0,2015-10-06T19:00:39Z
821,Learn Node.js by building Udemy: Stripe + MailChimp + Wistia,https://www.udemy.com/use-javascript-to-build-udemy-stripe-mailchimp-wistia/,110.0,1425.0,All Levels,0.77,5.5,2016-09-12T23:42:46Z
822,jQuery for Beginners,https://www.udemy.com/jquery-for-beginners_sre/,20.0,1421.0,Beginner Level,0.83,4.0,2015-11-10T21:52:55Z
823,The Extreme Web Development Course - For Beginners,https://www.udemy.com/the-extreme-web-development-course/,200.0,1420.0,All Levels,0.07,5.5,2016-09-04T20:51:08Z
824,How to Safely Copy and Move Your WordPress Website,https://www.udemy.com/how-to-safely-copy-and-move-your-wordpress-website/,60.0,1419.0,Beginner Level,0.74,1.5,2014-11-05T13:21:19Z
825,Getting started with JavaScript,https://www.udemy.com/javascript-code/,200.0,1415.0,All Levels,0.62,1.5,2017-06-27T00:56:40Z
826,HTML5 and CSS3 -Start building beautiful websites,https://www.udemy.com/html5-and-css3-crash-course/,150.0,1414.0,All Levels,0.87,2.5,2015-05-14T22:21:39Z
827,JavaScript - Tricks and Workarounds,https://www.udemy.com/javascript-tricks-and-workarounds/,100.0,1410.0,Intermediate Level,0.96,5.0,2016-04-15T18:47:45Z
828,AngularJS for the Real World - Learn by creating a WebApp,https://www.udemy.com/angularjs-for-the-real-world-learn-to-create-a-webapp/,115.0,1407.0,All Levels,0.52,7.0,2015-09-07T17:54:39Z
829,Website Builder Software Previews,https://www.udemy.com/website-builder-software-reviews-weebly-vs-squarespace-vs-wix/,25.0,1406.0,Beginner Level,0.92,1.0,2016-12-15T04:55:26Z
830,"Learn to Code in HTML5, CSS3, and JavaScript",https://www.udemy.com/learn-to-code-in-html5-css3-and-javascript/,20.0,1404.0,All Levels,0.33,2.5,2014-11-13T20:52:11Z
831,Angular NgRx Store Masterclass - Covers Angular 4,https://www.udemy.com/angular-ngrx-course/,150.0,1399.0,All Levels,0.94,8.5,2017-01-19T00:35:43Z
832,Create an E-commerce website without any coding,https://www.udemy.com/create-an-e-commerce-website-without-any-coding/,20.0,1393.0,Beginner Level,0.18,0.5166666667,2014-12-18T00:04:38Z
833,Web Development Essential Skills - Complete HTML and CSS,https://www.udemy.com/complete-html5-css3-course-newbie-to-pro/,95.0,1388.0,All Levels,0.43,7.0,2015-09-29T21:30:21Z
834,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",https://www.udemy.com/a-complete-guide-to-install-wordpress-php-on-cloud-server-aws-or-vps/,50.0,1386.0,Beginner Level,0.07,3.0,2016-01-06T17:20:55Z
835,jQuery in Action: Build 8 jQuery Projects,https://www.udemy.com/jquery-web-development-made-easy/,100.0,1385.0,Beginner Level,0.17,11.0,2015-09-12T07:14:48Z
836,HTML5 Specialist: Comprehensive HTML5 Training,https://www.udemy.com/html5-specialist/,100.0,1385.0,Intermediate Level,0.46,5.0,2016-06-22T16:54:51Z
837,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL",https://www.udemy.com/complete-e-commerce-course-javaspringhibernate-and-mysql/,195.0,1371.0,All Levels,0.12,20.0,2017-01-16T23:50:02Z
838,Introduction to Node.js for Beginners,https://www.udemy.com/introduction-to-nodejs-for-beginners/,125.0,1367.0,Intermediate Level,0.79,6.0,2017-04-24T23:55:11Z
839,Web Development with BootStrap - 16 Instant Themes Included!,https://www.udemy.com/bootstrap-course/,40.0,1355.0,All Levels,0.07,3.5,2015-07-14T20:32:14Z
840,Learn ASP.Net Web API 2 for Absolute Beginner,https://www.udemy.com/learn-aspnet-web-api-2-for-absolute-beginner/,30.0,1355.0,All Levels,0.76,3.5,2017-03-30T00:14:32Z
841,Spring 4 Mastercourse: Covers Annotation & XML Configuration,https://www.udemy.com/java-spring-framework/,200.0,1353.0,Beginner Level,0.11,23.5,2016-11-01T22:08:04Z
842,JavaScript 2017: Become Top Rated Web Developer,https://www.udemy.com/become-professional-javascript-developer/,115.0,1346.0,Beginner Level,0.18,3.0,2017-05-03T14:15:06Z
843,Google Blogger Course,https://www.udemy.com/free-blogger-course/,60.0,1343.0,Beginner Level,0.2,3.5,2017-05-05T16:32:38Z
844,Learn Python Django - A Hands-On Course,https://www.udemy.com/learn-python-django-a-hands-on-course/,50.0,1339.0,Beginner Level,0.78,2.0,2017-01-18T21:53:34Z
845,Boost your website speed without any coding!,https://www.udemy.com/boost-your-website-speed-without-any-coding/,50.0,1337.0,Beginner Level,0.89,1.0,2017-05-14T17:14:48Z
846,JSON in Action: Build JSON-Based Applications,https://www.udemy.com/json-in-action/,50.0,1322.0,Beginner Level,0.9,3.5,2016-03-11T20:49:14Z
847,Building Responsive Websites with Bootstrap 3 Framework,https://www.udemy.com/building-responsive-websites-with-bootstrap-3-framework/,75.0,1322.0,Beginner Level,0.08,3.0,2015-07-22T22:54:03Z
848,X theme for WordPress: Responsive web design without code!,https://www.udemy.com/x-theme-for-wordpress-responsive-websites-without-code/,20.0,1318.0,Beginner Level,0.07,7.0,2015-03-22T22:46:36Z
849,Comprehensive TypeScript,https://www.udemy.com/typescript101/,125.0,1318.0,All Levels,0.24,4.5,2015-04-13T19:00:50Z
850,JavaScript and jQuery Basics: Start The Journey,https://www.udemy.com/learn-javacript/,25.0,1316.0,Expert Level,0.18,5.0,2015-09-21T00:53:26Z
851,Learn Plugin Development in WordPress By Building Projects,https://www.udemy.com/learn-plugin-development-in-wordpress-by-building-projects/,60.0,1313.0,Beginner Level,0.63,11.0,2016-01-11T18:19:15Z
852,Introduction to PHP Slim Microframework,https://www.udemy.com/introduction-to-php-slim-microframework/,20.0,1312.0,All Levels,0.47,1.0,2015-08-07T16:53:35Z
853,Learn Express,https://www.udemy.com/learn-express/,25.0,1309.0,All Levels,0.78,1.5,2015-06-01T21:34:14Z
854,Joomla 3 : Develop a Professional Website in 3 Simple Steps!,https://www.udemy.com/develop-a-professional-hotel-website-using-joomla-3x/,35.0,1309.0,Beginner Level,0.16,5.0,2015-03-13T18:53:07Z
855,"Learn Gulp, The Streaming Build System",https://www.udemy.com/gulp-101/,25.0,1305.0,Beginner Level,0.21,1.5,2015-04-19T20:34:42Z
856,PHP webservices,https://www.udemy.com/php-webservices/,30.0,1305.0,All Levels,0.76,0.5666666667,2016-08-31T16:41:53Z
857,Star Rating Project AJAX with JSON response from PHP MySQL,https://www.udemy.com/star-rating-project-ajax-with-json-response-from-php-mysql/,120.0,1302.0,Beginner Level,0.76,1.5,2016-01-13T17:02:38Z
858,RxJs & Reactive Programming Angular Masterclass - Angular 4,https://www.udemy.com/rxjs-reactive-angular-course/,150.0,1301.0,All Levels,0.76,7.5,2017-04-11T18:48:57Z
859,Advanced Scalable Python Web Development Using Flask,https://www.udemy.com/advanced-python-flask/,120.0,1299.0,All Levels,0.76,14.0,2016-08-11T22:09:24Z
